,Id,Origem,Fonte,Não enviar e-mail,Não ligar,Convertido,Total de visitas,Tempo gasto no site,Páginas por visita,Última atividade,País,Área de Interesse,Como soube de nós,Ocupação,Tags,Qualidade do Lead,Perfil de Lead,Cidade,Última atividade notável
3265,628689,Landing Page Submission,Tráfego Direto,Não,Não,1,2.0,1512,2.0,SMS enviado,Brasil,Gerenciamento de Operações,,Profissional CLT,Será Revertido Após Ler o E-mail,Talvez,Lead Encontrado,Interior de SP,SMS enviado
3266,628685,Landing Page Submission,,Não,Não,1,2.0,9,2.0,SMS enviado,Brasil,Finanças,Conversa com Amigos,Desempregado,Será Revertido Após Ler o E-mail,Talvez,Lead Encontrado,São Paulo,SMS enviado
3267,628675,Lead Add Form,WebSite da Empresa,Não,Não,1,0.0,0,0.0,SMS enviado,,Programação,,Desempregado,,,Lead Encontrado,Rio de Janeiro,SMS enviado
3268,628666,Lead Add Form,,Não,Não,1,0.0,0,0.0,SMS enviado,,Programação,,Desempregado,Será Revertido Após Ler o E-mail,Provavelmente Sim,Lead Encontrado,Rio de Janeiro,SMS enviado
3269,628661,API Externa,ChatBot,Não,Não,0,0.0,0,0.0,Conversa com Chatbot,,,,,,,,,Modificação nos Dados Pessoais
3270,628658,Landing Page Submission,Google,Não,Não,1,2.0,1238,2.0,SMS enviado,Brasil,Gestão da Cadeia de Suprimentos,Indicação de Clientes,Desempregado,Será Revertido Após Ler o E-mail,Talvez,Lead em Potencial,São Paulo,SMS enviado
3271,628652,API Externa,Google,Não,Não,0,4.0,157,4.0,E-mail Aberto,Brasil,,,,,,,,E-mail Aberto
3272,628642,Lead Add Form,WebSite da Empresa,Não,Não,1,0.0,0,0.0,Página Visitada no Site,,Programação,,Desempregado,,,Lead Encontrado,Rio de Janeiro,Página Visitada no Site
3273,628626,API Externa,ChatBot,Não,Não,0,0.0,0,0.0,Conversa com Chatbot,,Programação,,Desempregado,,,Lead Encontrado,Rio de Janeiro,Modificação nos Dados Pessoais
3274,628615,Landing Page Submission,Google,Não,Não,0,4.0,126,2.0,SMS enviado,Brasil,Gestão de Saúde,Redes Sociais,,,,,Outra Região Metropolitana,SMS enviado
3275,628607,API Externa,ChatBot,Não,Não,0,0.0,0,0.0,E-mail Aberto,,Programação,,Desempregado,,,Lead Encontrado,Rio de Janeiro,E-mail Aberto
3276,628594,Landing Page Submission,Busca Orgânica,Não,Não,0,4.0,95,4.0,Conversa com Chatbot,Brasil,Gerenciamento de Operações,,Desempregado,Tocando,Incerto,Lead Encontrado,Outras Cidades,Conversa com Chatbot
3277,628580,API Externa,Google,Não,Não,0,5.0,150,1.67,Conversa com Chatbot,Brasil,,,,,,,,Conversa com Chatbot
3278,628578,Landing Page Submission,Busca Orgânica,Não,Não,1,4.0,1185,4.0,SMS enviado,Brasil,Recursos Humanos,,Desempregado,Será Revertido Após Ler o E-mail,Incerto,Lead Encontrado,Outras Cidades,SMS enviado
3279,628577,API Externa,Google,Não,Não,0,2.0,117,2.0,Página Visitada no Site,Brasil,,,,,,,,Modificação nos Dados Pessoais
3280,628570,API Externa,Busca Orgânica,Não,Não,0,4.0,135,4.0,E-mail Aberto,Brasil,,,,,,,,E-mail Aberto
3281,628542,API Externa,Google,Não,Não,0,2.0,547,1.0,E-mail Aberto,Brasil,Gestão da Cadeia de Suprimentos,,Desempregado,Interesse em Outros Cursos,Provavelmente Sim,Outros Leads,Guarulhos,Modificação nos Dados Pessoais
3282,628536,Landing Page Submission,Tráfego Direto,Não,Não,1,4.0,1602,1.33,SMS enviado,Brasil,Gerenciamento de Operações,,Desempregado,Caixa Postal,Com Certeza Não,Lead Encontrado,Outras Cidades,Modificação nos Dados Pessoais
3283,628534,API Externa,Google,Não,Não,0,3.0,449,1.5,SMS enviado,Brasil,,,,,,,,SMS enviado
3284,628524,API Externa,ChatBot,Não,Não,0,0.0,0,0.0,E-mail Aberto,,,,,,,,,E-mail Aberto
3285,628517,Landing Page Submission,Google,Não,Não,1,8.0,1144,2.0,SMS enviado,Brasil,Marketing,,Profissional CLT,Será Revertido Após Ler o E-mail,Talvez,Lead Encontrado,São Paulo,SMS enviado
3286,628512,Lead Add Form,WebSite da Empresa,Não,Não,1,0.0,0,0.0,E-mail Aberto,,Programação,,Desempregado,Fez Cursos em Outras Empresas,,Lead Encontrado,Rio de Janeiro,Modificação nos Dados Pessoais
3287,628508,Lead Add Form,Google Ads,Não,Não,1,0.0,0,0.0,SMS enviado,,Recursos Humanos,,Profissional CLT,Fez Cursos em Outras Empresas,Provavelmente Sim,Lead em Potencial,Rio de Janeiro,Modificação nos Dados Pessoais
3288,628500,Lead Add Form,Google Ads,Não,Não,1,0.0,0,0.0,E-mail Aberto,,Administração de Empresas,,Profissional CLT,Caixa Postal,Talvez,Lead em Potencial,Rio de Janeiro,Modificação nos Dados Pessoais
3289,628499,Lead Add Form,Google Ads,Não,Não,1,0.0,0,0.0,Link do E-mail Clicado,,Programação,,Desempregado,Fez Cursos em Outras Empresas,Provavelmente Sim,Lead Encontrado,Rio de Janeiro,Link do E-mail Clicado
3290,628482,Lead Add Form,Google Ads,Não,Não,1,1.0,1054,1.0,E-mail Aberto,Brasil,Gerenciamento de Operações,,Desempregado,Fez Cursos em Outras Empresas,Provavelmente Sim,Lead Encontrado,São Paulo,E-mail Aberto
3291,628478,Lead Add Form,Google Ads,Sim,Não,1,0.0,0,0.0,SMS enviado,,Programação,,Desempregado,Será Revertido Após Ler o E-mail,Talvez,Lead Encontrado,Rio de Janeiro,SMS enviado
3292,628474,API Externa,ChatBot,Não,Não,0,0.0,0,0.0,E-mail Aberto,,,,,,,,,E-mail Aberto
3293,628471,Landing Page Submission,Busca Orgânica,Não,Não,1,10.0,697,10.0,E-mail Aberto,Brasil,Gerência de Qualidade,,Desempregado,Será Revertido Após Ler o E-mail,Provavelmente Não,Lead em Potencial,Outra Região Metropolitana,E-mail Aberto
3294,628469,API Externa,Google,Não,Não,0,5.0,213,5.0,SMS enviado,Brasil,,,,,,,,SMS enviado
3295,628464,Landing Page Submission,Tráfego Direto,Não,Não,0,4.0,86,4.0,E-mail Aberto,Brasil,Negócios Internacionais,,,,,,Interior de SP,E-mail Aberto
3296,628462,Landing Page Submission,Busca Orgânica,Não,Não,1,8.0,1288,8.0,SMS enviado,Brasil,Finanças,,Desempregado,Tocando,Incerto,Lead Encontrado,Outras Cidades,SMS enviado
3297,628456,Landing Page Submission,Busca Orgânica,Não,Não,0,7.0,85,3.5,E-mail Aberto,Brasil,Rural e Agronegócio,,Desempregado,Tocando,Incerto,Lead Encontrado,Guarulhos,E-mail Aberto
3298,628453,Landing Page Submission,Tráfego Direto,Não,Não,1,3.0,482,3.0,SMS enviado,Brasil,Recursos Humanos,,Desempregado,Será Revertido Após Ler o E-mail,Talvez,Lead Encontrado,São Paulo,SMS enviado
3299,628444,Lead Add Form,Google Ads,Não,Não,1,0.0,0,0.0,SMS enviado,,Recursos Humanos,,Desempregado,Será Revertido Após Ler o E-mail,Provavelmente Sim,Lead em Potencial,Rio de Janeiro,SMS enviado
3300,628438,Landing Page Submission,Google,Sim,Não,0,2.0,310,2.0,E-mail Descartado,Brasil,Gestão de Hospitalidade,Pesquisa Online,,,,,Guarulhos,Modificação nos Dados Pessoais
3301,628437,Landing Page Submission,Busca Orgânica,Sim,Não,0,5.0,181,5.0,Inacessível,Brasil,Viagens e Turismo,,Desempregado,Tocando,Incerto,Lead Encontrado,Outras Cidades,Modificação nos Dados Pessoais
3302,628432,Landing Page Submission,Google,Não,Não,0,4.0,60,4.0,E-mail Aberto,Brasil,Gerenciamento de Operações,Outros,,,,,São Paulo,E-mail Aberto
3303,628429,API Externa,ChatBot,Não,Não,0,0.0,0,0.0,E-mail Aberto,,,,,,,,,E-mail Aberto
3304,628428,API Externa,ChatBot,Não,Não,1,0.0,0,0.0,SMS enviado,,,,,,,,,SMS enviado
3305,628421,API Externa,ChatBot,Não,Não,0,0.0,0,0.0,E-mail Aberto,,Programação,,Desempregado,,,Lead Encontrado,Rio de Janeiro,E-mail Aberto
3306,628419,Landing Page Submission,Busca Orgânica,Não,Não,1,8.0,205,2.67,SMS enviado,Brasil,Recursos Humanos,,Desempregado,Tocando,Incerto,Lead Encontrado,São Paulo,SMS enviado
3307,628413,Landing Page Submission,Google,Não,Não,1,4.0,1286,4.0,SMS enviado,Brasil,Recursos Humanos,Pesquisa Online,Desempregado,Será Revertido Após Ler o E-mail,Talvez,Lead Encontrado,São Paulo,SMS enviado
3308,628411,API Externa,Google,Não,Não,0,2.0,114,2.0,E-mail Aberto,Brasil,,,,,,,,E-mail Aberto
3309,628405,Landing Page Submission,Tráfego Direto,Não,Não,0,3.0,145,3.0,E-mail Descartado,Brasil,Finanças,,Desempregado,Interesse em Outros Cursos,Provavelmente Não,Lead em Potencial,São Paulo,Modificação nos Dados Pessoais
3310,628396,API Externa,ChatBot,Não,Não,1,1.0,1172,1.0,SMS enviado,,,,,,,,,SMS enviado
3311,628392,Landing Page Submission,Busca Orgânica,Não,Não,0,6.0,112,3.0,E-mail Aberto,Brasil,Finanças,,,,,,São Paulo,E-mail Aberto
3312,628379,Lead Add Form,Google Ads,Não,Não,0,,1057,,,,Finanças,,Desempregado,Tocando,,Lead Encontrado,Rio de Janeiro,Modificação nos Dados Pessoais
3313,628359,Landing Page Submission,Tráfego Direto,Não,Não,0,6.0,1173,3.0,E-mail Aberto,Brasil,Mídia e Publicidade,Indicação de Clientes,Desempregado,Tocando,Incerto,Lead Encontrado,Outras Cidades,E-mail Aberto
3314,628357,API Externa,Busca Orgânica,Sim,Não,0,2.0,216,1.0,Cancelamento,Brasil,,,,,,,,Cancelamento
3315,628347,Landing Page Submission,Tráfego Direto,Não,Não,1,24.0,1500,2.0,Página Visitada no Site,Brasil,Finanças,Pesquisa Online,Desempregado,Será Revertido Após Ler o E-mail,Talvez,Lead Encontrado,São Paulo,Página Visitada no Site
3316,628344,API Externa,ChatBot,Não,Não,0,0.0,0,0.0,E-mail Aberto,,Programação,,Desempregado,Já é Estudante,Com Certeza Não,Lead Encontrado,Rio de Janeiro,Modificação nos Dados Pessoais
3317,628340,Landing Page Submission,Tráfego Direto,Não,Não,0,3.0,747,3.0,SMS enviado,Brasil,Recursos Humanos,,Desempregado,Tocando,Incerto,Lead Encontrado,Outras Cidades,SMS enviado
3318,628332,API Externa,ChatBot,Não,Não,0,0.0,0,0.0,E-mail Aberto,,Programação,,Desempregado,Não tem Interesse em Cursos Complementares,,Lead Encontrado,Rio de Janeiro,E-mail Aberto
3319,628320,Landing Page Submission,Google,Não,Não,1,8.0,1289,1.6,E-mail Aberto,Brasil,Finanças,Conversa com Amigos,Desempregado,Fez Cursos em Outras Empresas,,Lead Encontrado,São Paulo,Modificação nos Dados Pessoais
3320,628309,API Externa,ChatBot,Não,Não,0,0.0,0,0.0,Link do E-mail Clicado,,,,,,,,,Modificação nos Dados Pessoais
3321,628308,Lead Add Form,Google Ads,Não,Não,1,0.0,0,0.0,SMS enviado,,Viagens e Turismo,,Profissional CLT,Será Revertido Após Ler o E-mail,Talvez,Lead em Potencial,Rio de Janeiro,SMS enviado
3322,628304,Landing Page Submission,Tráfego Direto,Não,Não,0,6.0,195,6.0,Página Visitada no Site,Brasil,Finanças,,Desempregado,Não tem Interesse em Cursos Complementares,Com Certeza Não,Lead Encontrado,São Paulo,Modificação nos Dados Pessoais
3323,628298,API Externa,ChatBot,Sim,Não,1,0.0,0,0.0,E-mail Descartado,,Programação,,Desempregado,,,Lead Encontrado,Rio de Janeiro,E-mail Descartado
3324,628297,API Externa,ChatBot,Não,Não,0,0.0,0,0.0,SMS enviado,,,,,,,,,SMS enviado
3325,628282,Lead Add Form,Google Ads,Não,Não,1,0.0,0,0.0,SMS enviado,,Recursos Humanos,,Desempregado,Será Revertido Após Ler o E-mail,Provavelmente Sim,Lead em Potencial,Rio de Janeiro,SMS enviado
3326,628273,Landing Page Submission,Google,Não,Não,1,2.0,1453,2.0,SMS enviado,Brasil,Marketing,Conversa com Amigos,Desempregado,Será Revertido Após Ler o E-mail,Talvez,Lead Encontrado,Outras Cidades,SMS enviado
3327,628225,API Externa,Busca Orgânica,Não,Não,0,6.0,211,6.0,Página Visitada no Site,Brasil,,,,,,,,Página Visitada no Site
3328,628220,API Externa,ChatBot,Não,Não,1,0.0,0,0.0,SMS enviado,,Programação,,Desempregado,,,Lead Encontrado,Rio de Janeiro,SMS enviado
3329,628209,Landing Page Submission,Google,Não,Não,1,6.0,1169,6.0,SMS enviado,Brasil,"Bancos, Investimentos e Seguros",Pesquisa Online,Desempregado,,,Lead Encontrado,Guarulhos,SMS enviado
3330,628208,Landing Page Submission,Google,Não,Não,1,11.0,964,2.75,SMS enviado,Brasil,Mídia e Publicidade,Pesquisa Online,Desempregado,Será Revertido Após Ler o E-mail,Provavelmente Sim,Lead em Potencial,São Paulo,SMS enviado
3331,628181,API Externa,Google,Não,Não,0,2.0,71,2.0,E-mail Aberto,Brasil,,,,,,,,E-mail Aberto
3332,628164,Landing Page Submission,Google,Não,Não,1,6.0,1168,2.0,E-mail Aberto,Brasil,Finanças,Pesquisa Online,Desempregado,Será Revertido Após Ler o E-mail,Provavelmente Não,Lead em Potencial,São Paulo,E-mail Aberto
3333,628158,API Externa,Google,Não,Não,0,1.0,243,1.0,Converteu como Lead,Brasil,,,,,,,,Modificação nos Dados Pessoais
3334,628153,API Externa,Google,Sim,Não,0,2.0,27,1.0,E-mail Descartado,Brasil,,,,,,,,Modificação nos Dados Pessoais
3335,628150,API Externa,Tráfego Direto,Não,Não,0,6.0,397,6.0,Conversa com Chatbot,Brasil,,,,,,,,Modificação nos Dados Pessoais
3336,628149,API Externa,Google,Não,Não,0,2.0,234,2.0,Conversa com Chatbot,Brasil,,,,,,,,Modificação nos Dados Pessoais
3337,628130,API Externa,ChatBot,Não,Não,0,0.0,0,0.0,Conversa com Chatbot,,,,,,,,,Modificação nos Dados Pessoais
3338,628129,API Externa,Google,Não,Não,0,2.0,973,2.0,Conversa com Chatbot,Brasil,Programação,,Desempregado,Interesse em Outros Cursos,Com Certeza Não,Lead Encontrado,Rio de Janeiro,Modificação nos Dados Pessoais
3339,628121,Lead Add Form,WebSite da Empresa,Não,Não,1,0.0,0,0.0,SMS enviado,,Programação,,Desempregado,Fez Cursos em Outras Empresas,,Lead Encontrado,Rio de Janeiro,Modificação nos Dados Pessoais
3340,628113,Landing Page Submission,Google,Não,Não,0,3.0,120,3.0,Link do E-mail Clicado,Brasil,"Bancos, Investimentos e Seguros",Conversa com Amigos,Desempregado,Não tem Interesse em Cursos Complementares,,Lead Encontrado,Outra Região Metropolitana,Modificação nos Dados Pessoais
3341,628111,API Externa,ChatBot,Sim,Não,0,0.0,0,0.0,Conversa com Chatbot,,,,,,,,,Conversa com Chatbot
3342,628094,Landing Page Submission,Google,Sim,Não,0,5.0,1021,5.0,SMS enviado,Brasil,Recursos Humanos,Conversa com Amigos,Desempregado,Tocando,Talvez,Lead Encontrado,São Paulo,SMS enviado
3343,628087,API Externa,ChatBot,Não,Não,1,0.0,0,0.0,E-mail Aberto,,Programação,,Desempregado,,,Lead Encontrado,Rio de Janeiro,E-mail Aberto
3344,628080,API Externa,Google,Não,Não,0,2.0,202,2.0,Página Visitada no Site,Brasil,,,,,,,,Modificação nos Dados Pessoais
3345,628070,API Externa,ChatBot,Não,Não,0,0.0,0,0.0,E-mail Aberto,,,,,,,,,E-mail Aberto
3346,628066,API Externa,ChatBot,Não,Não,0,0.0,0,0.0,Conversa com Chatbot,,,,,,,,,Conversa com Chatbot
3347,628064,API Externa,Google,Não,Não,0,4.0,365,2.0,SMS enviado,Brasil,,,,,,,,SMS enviado
3348,628062,API Externa,ChatBot,Não,Não,0,0.0,0,0.0,Conversa com Chatbot,,,,,,,,,Modificação nos Dados Pessoais
3349,628050,Landing Page Submission,Tráfego Direto,Não,Não,0,2.0,242,2.0,E-mail Aberto,Brasil,Finanças,,Desempregado,Já é Estudante,,Lead Encontrado,São Paulo,E-mail Aberto
3350,628048,API Externa,Google,Não,Não,1,2.0,1257,2.0,SMS enviado,Brasil,Programação,,Desempregado,,,Lead Encontrado,Rio de Janeiro,SMS enviado
3351,628038,Landing Page Submission,Tráfego Direto,Não,Não,0,4.0,1463,2.0,Página Visitada no Site,Brasil,Recursos Humanos,,Desempregado,Tocando,Incerto,Lead Encontrado,São Paulo,Página Visitada no Site
3352,628034,Landing Page Submission,Tráfego Direto,Não,Não,0,4.0,22,4.0,SMS enviado,Brasil,Gestão de Hospitalidade,,,,,,São Paulo,SMS enviado
3353,628025,API Externa,Google,Não,Não,1,2.0,1486,1.0,E-mail Aberto,Brasil,Programação,,Desempregado,,,Lead Encontrado,Rio de Janeiro,E-mail Aberto
3354,628023,API Externa,ChatBot,Não,Não,0,0.0,0,0.0,Link do E-mail Clicado,,Programação,,Desempregado,,,Lead Encontrado,Rio de Janeiro,Link do E-mail Clicado
3355,628020,Lead Add Form,WebSite da Empresa,Não,Não,1,0.0,0,0.0,SMS enviado,,Programação,,Desempregado,,,Lead Encontrado,Rio de Janeiro,SMS enviado
3356,627999,Landing Page Submission,Tráfego Direto,Não,Não,0,2.0,75,2.0,E-mail Aberto,Brasil,Gerenciamento de Projetos de TI,,Desempregado,Tocando,Incerto,Lead Encontrado,São Paulo,E-mail Aberto
3357,627996,Landing Page Submission,Google,Não,Não,0,3.0,365,3.0,Página Visitada no Site,Brasil,Recursos Humanos,Indicação de Clientes,,,,,São Paulo,Modificação nos Dados Pessoais
3358,627983,Landing Page Submission,Google,Não,Não,0,5.0,245,2.5,Link do E-mail Clicado,Brasil,Gestão da Cadeia de Suprimentos,Pesquisa Online,,,,,São Paulo,Link do E-mail Clicado
3359,627972,Landing Page Submission,Tráfego Direto,Não,Não,1,3.0,148,3.0,SMS enviado,Brasil,"Bancos, Investimentos e Seguros",,Desempregado,Será Revertido Após Ler o E-mail,Provavelmente Sim,Lead em Potencial,São Paulo,SMS enviado
3360,627970,Landing Page Submission,Google,Não,Não,1,3.0,1178,3.0,SMS enviado,Brasil,Gestão da Cadeia de Suprimentos,Pesquisa Online,,,,,São Paulo,SMS enviado
3361,627952,Landing Page Submission,Busca Orgânica,Não,Não,0,4.0,5,4.0,SMS enviado,Brasil,Mídia e Publicidade,,Desempregado,Já é Estudante,Talvez,Lead Encontrado,Outras Cidades,Modificação nos Dados Pessoais
3362,627935,Landing Page Submission,Tráfego Direto,Não,Não,0,3.0,1118,3.0,E-mail Aberto,Brasil,Finanças,,,,,,Guarulhos,E-mail Aberto
3363,627932,Landing Page Submission,Tráfego Direto,Não,Não,0,2.0,271,2.0,E-mail Aberto,Brasil,Administração de Empresas,,,,,,Interior de SP,E-mail Aberto
3364,627916,API Externa,ChatBot,Não,Não,0,0.0,0,0.0,Conversa com Chatbot,,,,,,,,,Modificação nos Dados Pessoais
3365,627900,Landing Page Submission,Tráfego Direto,Não,Não,1,10.0,130,5.0,SMS enviado,Brasil,Gerenciamento de Operações,,Desempregado,Ocupado,Incerto,Lead Encontrado,Interior de SP,SMS enviado
3366,627877,Landing Page Submission,Busca Orgânica,Não,Não,1,4.0,1529,4.0,SMS enviado,Brasil,Viagens e Turismo,,,,,,Outra Região Metropolitana,SMS enviado
3367,627871,API Externa,Busca Orgânica,Não,Não,1,2.0,353,2.0,SMS enviado,Brasil,Programação,,Desempregado,Será Revertido Após Ler o E-mail,Talvez,Lead Encontrado,Rio de Janeiro,SMS enviado
3368,627853,API Externa,Google,Não,Não,0,2.0,1602,2.0,E-mail Aberto,Brasil,Programação,,Desempregado,Desligado,Incerto,Lead Encontrado,Rio de Janeiro,E-mail Aberto
3369,627844,Landing Page Submission,Tráfego Direto,Não,Não,0,4.0,131,4.0,E-mail Aberto,Brasil,Finanças,,Desempregado,Ocupado,Incerto,Lead Encontrado,Outras Cidades,E-mail Aberto
3370,627833,Landing Page Submission,Tráfego Direto,Não,Não,1,4.0,1495,4.0,E-mail Aberto,Brasil,Marketing,,Desempregado,Será Revertido Após Ler o E-mail,Provavelmente Sim,Lead em Potencial,São Paulo,E-mail Aberto
3371,627808,Landing Page Submission,Tráfego Direto,Não,Não,0,2.0,1360,2.0,E-mail Aberto,Brasil,Recursos Humanos,,Desempregado,Já é Estudante,Com Certeza Não,Aluno de Outra Empresa,São Paulo,E-mail Aberto
3372,627806,API Externa,ChatBot,Não,Não,0,0.0,0,0.0,Conversa com Chatbot,,,,,,,,,Modificação nos Dados Pessoais
3373,627804,API Externa,ChatBot,Não,Não,1,0.0,0,0.0,E-mail Aberto,,Programação,,Desempregado,Caixa Postal,,Lead Encontrado,Rio de Janeiro,Modificação nos Dados Pessoais
3374,627798,Landing Page Submission,Tráfego Direto,Não,Não,0,6.0,63,3.0,SMS enviado,Brasil,Gerenciamento de Projetos de TI,,,,,,Interior de SP,SMS enviado
3375,627793,Landing Page Submission,Tráfego Direto,Não,Não,0,2.0,498,2.0,E-mail Aberto,Brasil,Administração de Empresas,,Desempregado,Tocando,Incerto,Lead Encontrado,São Paulo,E-mail Aberto
3376,627775,Landing Page Submission,Tráfego Direto,Não,Não,1,18.0,976,3.0,Conversa com Chatbot,Brasil,"Bancos, Investimentos e Seguros",,Desempregado,,Provavelmente Não,Lead em Potencial,São Paulo,Modificação nos Dados Pessoais
3377,627773,Landing Page Submission,Tráfego Direto,Não,Não,0,2.0,332,2.0,E-mail Aberto,Brasil,Negócios Internacionais,,,,,,Interior de SP,E-mail Aberto
3378,627772,Landing Page Submission,Tráfego Direto,Não,Não,0,2.0,298,2.0,E-mail Aberto,Brasil,Finanças,,Estudante,Já é Estudante,Com Certeza Não,Aluno de Outra Empresa,São Paulo,E-mail Aberto
3379,627771,Landing Page Submission,Tráfego Direto,Não,Não,0,2.0,81,2.0,Furmulário Submetido no Site,Brasil,Recursos Humanos,,,,,,São Paulo,Modificação nos Dados Pessoais
3380,627769,Landing Page Submission,Busca Orgânica,Não,Não,0,6.0,2,3.0,Link do E-mail Clicado,Brasil,Recursos Humanos,,Desempregado,Tocando,Incerto,Lead Encontrado,São Paulo,Link do E-mail Clicado
3381,627761,Landing Page Submission,Tráfego Direto,Não,Não,1,4.0,818,4.0,E-mail Aberto,Brasil,Gestão de Saúde,,Desempregado,Será Revertido Após Ler o E-mail,Provavelmente Não,Lead em Potencial,São Paulo,E-mail Aberto
3382,627759,API Externa,ChatBot,Não,Não,0,0.0,0,0.0,Conversa com Chatbot,,,,,,,,,Modificação nos Dados Pessoais
3383,627749,Landing Page Submission,Busca Orgânica,Não,Não,0,3.0,599,3.0,SMS enviado,Brasil,Gestão de Varejo,,,,,,Outras Cidades,SMS enviado
3384,627744,Landing Page Submission,Tráfego Direto,Não,Não,1,8.0,1688,1.6,SMS enviado,Brasil,Gerenciamento de Operações,,Desempregado,Será Revertido Após Ler o E-mail,Talvez,Lead em Potencial,Outras Cidades,Modificação nos Dados Pessoais
3385,627725,Landing Page Submission,Tráfego Direto,Não,Não,0,2.0,289,2.0,E-mail Aberto,Brasil,Gerenciamento de Projetos de TI,,,,,,São Paulo,Modificação nos Dados Pessoais
3386,627715,API Externa,Google,Não,Não,0,9.0,318,3.0,E-mail Aberto,Brasil,,,,,,,,E-mail Aberto
3387,627713,API Externa,Busca Orgânica,Não,Não,0,3.0,247,3.0,Link do E-mail Clicado,Brasil,Gestão da Cadeia de Suprimentos,,Desempregado,Portador de Diploma (Não Elegível),Incerto,Lead Encontrado,Outra Região Metropolitana,Link do E-mail Clicado
3388,627706,Landing Page Submission,Tráfego Direto,Não,Não,1,2.0,1770,2.0,SMS enviado,Brasil,Gestão da Cadeia de Suprimentos,,Desempregado,Será Revertido Após Ler o E-mail,Incerto,Lead Encontrado,São Paulo,SMS enviado
3389,627702,API Externa,ChatBot,Não,Não,0,18.0,241,2.0,Página Visitada no Site,Brasil,Recursos Humanos,,Desempregado,,,Lead Encontrado,São Paulo,Página Visitada no Site
3390,627699,Landing Page Submission,Tráfego Direto,Não,Não,1,4.0,921,4.0,E-mail Aberto,Brasil,Recursos Humanos,,Desempregado,Será Revertido Após Ler o E-mail,Provavelmente Não,Lead em Potencial,Outras Cidades,E-mail Aberto
3391,627692,Landing Page Submission,Tráfego Direto,Não,Não,0,9.0,426,4.5,Página Visitada no Site,Brasil,Negócios Internacionais,Redes Sociais,Desempregado,Interessado em Fazer MBA em Tempo Integral,Com Certeza Não,Lead Encontrado,Outras Cidades,Página Visitada no Site
3392,627687,Landing Page Submission,Tráfego Direto,Não,Não,0,3.0,23,3.0,SMS enviado,Brasil,Administração de Empresas,,,,,,São Paulo,SMS enviado
3393,627679,Landing Page Submission,Busca Orgânica,Não,Não,0,5.0,164,5.0,E-mail Aberto,Brasil,Finanças,,,,,,Outra Região Metropolitana,E-mail Aberto
3394,627665,API Externa,ChatBot,Não,Não,0,2.0,370,1.0,Página Visitada no Site,Brasil,Finanças,Outros,Desempregado,Interesse em Outros Cursos,,Lead Encontrado,São Paulo,Página Visitada no Site
3395,627657,API Externa,ChatBot,Sim,Não,0,0.0,0,0.0,E-mail Descartado,,Programação,,Desempregado,Já é Estudante,Talvez,Lead Encontrado,Rio de Janeiro,Modificação nos Dados Pessoais
3396,627656,Landing Page Submission,Tráfego Direto,Não,Não,1,2.0,831,2.0,SMS enviado,Brasil,Administração de Empresas,,Profissional CLT,Será Revertido Após Ler o E-mail,Talvez,Lead Encontrado,Interior de SP,SMS enviado
3397,627637,Landing Page Submission,Busca Orgânica,Não,Não,0,3.0,145,3.0,Página Visitada no Site,Brasil,Finanças,,Desempregado,Tocando,,Lead Encontrado,São Paulo,Modificação nos Dados Pessoais
3398,627632,Landing Page Submission,Google,Não,Não,0,3.0,31,3.0,SMS enviado,Brasil,Recursos Humanos,Outros,,,,,Interior de SP,SMS enviado
3399,627610,Landing Page Submission,Busca Orgânica,Não,Não,1,14.0,969,2.8,SMS enviado,Brasil,Recursos Humanos,,Desempregado,,,Lead Encontrado,Outras Cidades,SMS enviado
3400,627604,Landing Page Submission,Tráfego Direto,Não,Não,0,2.0,108,2.0,E-mail Aberto,Brasil,Marketing,,Desempregado,Desligado,Incerto,Lead Encontrado,Guarulhos,E-mail Aberto
3401,627593,Landing Page Submission,Google,Não,Não,1,6.0,994,1.5,E-mail Aberto,Brasil,Recursos Humanos,Conversa com Amigos,Desempregado,Será Revertido Após Ler o E-mail,Provavelmente Sim,Lead em Potencial,Outras Cidades,E-mail Aberto
3402,627590,API Externa,ChatBot,Não,Não,0,0.0,0,0.0,E-mail Aberto,,,,,,,,,E-mail Aberto
3403,627585,API Externa,ChatBot,Não,Não,1,11.0,1337,2.2,E-mail Aberto,,Programação,,Desempregado,,,Lead Encontrado,Rio de Janeiro,E-mail Aberto
3404,627571,API Externa,ChatBot,Não,Não,0,0.0,0,0.0,Conversa com Chatbot,,,,,,,,,Modificação nos Dados Pessoais
3405,627570,Landing Page Submission,Tráfego Direto,Não,Não,1,3.0,1124,3.0,E-mail Aberto,Brasil,E-COMMERCE,,Desempregado,,,Lead Encontrado,São Paulo,E-mail Aberto
3406,627560,Lead Add Form,WebSite da Empresa,Não,Não,1,0.0,0,0.0,SMS enviado,,Programação,,Desempregado,,,Lead Encontrado,Rio de Janeiro,SMS enviado
3407,627558,Lead Add Form,Google Ads,Não,Não,1,0.0,0,0.0,Link do E-mail Clicado,,Gestão de Saúde,,Profissional CLT,Fez Cursos em Outras Empresas,Provavelmente Não,Lead em Potencial,São Paulo,Modificação nos Dados Pessoais
3408,627553,API Externa,ChatBot,Não,Não,0,0.0,0,0.0,Conversa com Chatbot,,Programação,,Desempregado,,,Lead Encontrado,Rio de Janeiro,Modificação nos Dados Pessoais
